Locality,AnimalType,Name,SpecificBreed,PrimaryBreed,PrimaryColour,De-sexed,Gender,Age
BLI BLI,D         ,Mika,MALTESEX  ,MALTES,BlackWhite,Y,F,5
BLI BLI,D         ,Scooby,CHIHUAHUAX,CHIHUA,Tan       ,Y,M,14
BLI BLI,Cat       ,Khaleesi,DOMSH     ,DOMSH ,BlackWhite,Y,F,4
BLI BLI,Cat       ,Charlie,DOMSH     ,DOMSH ,Grey      ,Y,M,9
BLI BLI,D         ,Stan,STAFFRDBT ,STAFFR,WhiteTan  ,Y,M,3
BLI BLI,D         ,Chops,BULLTERR  ,BULLTE,White     ,Y,F,3
BLI BLI,D         ,Cosmo Bird,STAFFRDBT ,STAFFR,BlackBrinW,Y,M,5
BLI BLI,D         ,Marley Bird,STAFFRDBT ,STAFFR,Red       ,Y,F,4
BLI BLI,D         ,Patch,MALTESEX  ,MALTES,WhiteCream,Y,M,8
BLI BLI,D         ,Ruby,SPANIELCK ,SPANIE,Black     ,Y,F,3
BLI BLI,D         ,Diesel,JACKRUSSL ,JACKRU,TanWhite  ,Y,M,3
BLI BLI,D         ,Sam,RETRIEVGD ,RETRIE,Gold      ,N,M,3
BLI BLI,D         ,Mia,STAFFRDBT ,STAFFR,Blue      ,Y,F,7
BLI BLI,D         ,Asha,STAFFRDBT ,STAFFR,Fawn      ,Y,F,5
BLI BLI,D         ,Stella Blue,CATTLEDOG ,CATTLE,BlackTan  ,Y,F,3
BLI BLI,D         ,Boss,STAFFRDBT ,STAFFR,Blue      ,Y,M,5
BLI BLI,D         ,Pippa,LABRADORX ,LABRAD,Black     ,Y,F,4
BLI BLI,D         ,Zeus,RIDGEBACK ,RIDGEB,Brown     ,Y,M,3
BLI BLI,D         ,Pebbles,DACHSHSHM ,DACHSH,DappleGrey,Y,F,6
BLI BLI,Cat       ,Russia,RUSSIANBL ,RUSSIA,Grey      ,Y,M,3
BLI BLI,D         ,Sophie,CAVOODLE  ,CAVOOD,Red       ,Y,F,3
BLI BLI,D         ,Arlo,STAFFRDBT ,STAFFR,BrownWhite,N,M,3
BLI BLI,D         ,Tilly,MALTESE   ,MALTES,WhiteCream,Y,F,3
BLI BLI,D         ,Angus,COLLBORDR ,COLLBO,BlackWhite,Y,M,8
BLI BLI,D         ,Chloe,JACKRUSSLX,JACKRU,TriColour ,Y,F,3
BLI BLI,D         ,Billy,JACKRUSSLX,JACKRU,WhiteRed  ,Y,M,9
BLI BLI,D         ,Lexi,HEELERX   ,HEELER,RedTan    ,Y,F,6
BLI BLI,D         ,Ziggy,RETRIEVGD ,RETRIE,GoldWhite ,Y,M,3
BLI BLI,D         ,Winston,TERRIERSI ,TERRIE,BrownGrey ,Y,M,8
BLI BLI,D         ,Basil,BEAGLE    ,BEAGLE,TriColour ,Y,M,7
BLI BLI,Cat       ,Gracie,DOMSH     ,DOMSH ,White     ,Y,F,4
BLI BLI,D         ,Chuggs,BULLDOGAUS,BULLDO,BrindlWhit,Y,M,4
BLI BLI,D         ,Padi,COLLBORDR ,COLLBO,BlackWhite,Y,M,3
BLI BLI,D         ,Barney,GROODLE   ,GROODL,Cream     ,Y,M,7
BLI BLI,D         ,Bowie,MIXED     ,MIXED ,WhiteBrind,Y,M,3
BLI BLI,Cat       ,Alfie,BRITSHCAT ,BRITSH,Blue      ,Y,M,3
BLI BLI,D         ,Daisy,RETRIEVGD ,RETRIE,Gold      ,Y,F,13
BLI BLI,Cat       ,Carolyn,DOMMH     ,DOMMH ,WhiteGrey ,Y,F,9
BLI BLI,D         ,Cheif,MASTIFFX  ,MASTIF,Blonde    ,Y,M,4
BLI BLI,Cat       ,Rosie,DOMSH     ,DOMSH ,Ginger    ,Y,F,4
BLI BLI,D         ,Diesel,LABRADOR  ,LABRAD,Chocolate ,Y,M,6
BLI BLI,Cat       ,Jose,BURMESE   ,BURMES,Red       ,Y,M,3
BLI BLI,D         ,Princess,COLLBORDRX,COLLBO,BlackWhite,Y,F,12
BLI BLI,Cat       ,Dexter,DOMSH     ,DOMSH ,Tabby     ,Y,M,6
BLI BLI,D         ,Lily,JACKRUSSL ,JACKRU,TanWhite  ,Y,F,6
BLI BLI,D         ,Paris,SHIHTZUX  ,SHIHTZ,WhiteTan  ,Y,F,8
BLI BLI,D         ,Daisy,MALTESEX  ,MALTES,BlackWhite,Y,F,4
BLI BLI,D         ,Penny,JACKRUSSL ,JACKRU,WhiteBrown,Y,F,9
BLI BLI,D         ,Bailey,COLLBORDR ,COLLBO,BrownWhite,Y,M,3
BLI BLI,D         ,Nebraska,SAMOYED   ,SAMOYE,White     ,Y,M,3
BLI BLI,D         ,Baxter,KELPIEAUSX,KELPIE,BlackWhite,Y,M,7
BLI BLI,D         ,Bailey,BULLARABX ,BULLAR,WhiteGrey ,Y,F,7
BLI BLI,D         ,Buddy,TERRIERSIX,TERRIE,BlackTan  ,Y,M,14
BLI BLI,Cat       ,Theodore,SIAMESE   ,SIAMES,CreamDkPts,Y,M,13
BLI BLI,D         ,Clude,STAFFRDBT ,STAFFR,Tan       ,N,F,3
BLI BLI,D         ,KODA,STAFFRDBT ,STAFFR,BlueBrind ,Y,F,3
BLI BLI,D         ,Jerry,WOLFHOUNDX,WOLFHO,White     ,Y,M,2
BLI BLI,D         ,Bindi,CATTLEDOG ,CATTLE,Blue      ,Y,F,4
BLI BLI,D         ,Betsy,COLLBORDR ,COLLBO,BlackWhite,Y,F,3
BLI BLI,D         ,Buddy,SPANIELTBX,SPANIE,WhiteTan  ,Y,M,8
BLI BLI,D         ,Bella,POMERANIA ,POMERA,BlackTan  ,Y,F,3
BLI BLI,D         ,Ralph,CATTLEDOGX,CATTLE,BlackBlue ,Y,M,2
BLI BLI,D         ,Shep,KELPIEAUS ,KELPIE,Tan       ,Y,M,3
BLI BLI,D         ,Rommy,GREATDANEX,GREATD,Brindle   ,Y,M,6
BLI BLI,D         ,Chrissy,POODLEX   ,POODLE,Apricot   ,Y,F,14
BLI BLI,D         ,Millie,COLLBORDR ,COLLBO,BlackWhite,Y,F,3
BLI BLI,D         ,Teddy,POMERANIA ,POMERA,Tan       ,Y,M,3
BLI BLI,D         ,Molly,STAFFRDAM ,STAFFR,Brown     ,Y,F,7
BLI BLI,D         ,Dili,KELPIEAUS ,KELPIE,BrownTan  ,Y,F,7
BLI BLI,D         ,Stanley,GERMNSHEP ,GERMNS,Sable     ,Y,M,6
BLI BLI,D         ,Molly,JACKRUSSL ,JACKRU,White     ,Y,F,13
BLI BLI,Cat       ,Nalah,DOMSH     ,DOMSH ,Tabby     ,Y,U,6
BLI BLI,D         ,Midgee,CHIHUAHUA ,CHIHUA,Sandy     ,Y,F,13
BLI BLI,D         ,Zuess,STAFFRDBT ,STAFFR,Black     ,N,M,10
BLI BLI,D         ,Lacey,COLLBORDR ,COLLBO,RedWhite  ,Y,F,5
BLI BLI,D         ,Murphy,LABRADOODL,LABRAD,Black     ,Y,M,6
BLI BLI,D         ,Oscar,SCHNAUZMN ,SCHNAU,SaltPepper,N,M,3
BLI BLI,D         ,Lulu,BULLDOGAUS,BULLDO,RedWhite  ,Y,F,8
BLI BLI,D         ,Dotti,LABRADOODL,LABRAD,Chocolate ,Y,F,2
BLI BLI,Cat       ,Zoe,DOMMH     ,DOMMH ,GreyWhite ,Y,F,7
BLI BLI,D         ,Honey,SPANIELCV ,SPANIE,Blenheim  ,Y,F,4
BLI BLI,Cat       ,George,DOMMH     ,DOMMH ,BlackWhite,Y,M,11
BLI BLI,D         ,Melarnie,GERMNSHEP ,GERMNS,BlackGold ,N,F,3
BLI BLI,D         ,Sage,BOXER     ,BOXER ,BrownBrin ,Y,F,3
BLI BLI,D         ,Myah,HUSKY     ,HUSKY ,GreyWhite ,Y,F,2
BLI BLI,D         ,Rex,MALTESE   ,MALTES,White     ,Y,M,3
BLI BLI,D         ,Dee Dee,LABRADOR  ,LABRAD,Gold      ,Y,F,5
BLI BLI,D         ,Koda,GREATDANE ,GREATD,Black     ,Y,F,2
BLI BLI,D         ,Stella,BULLTERR  ,BULLTE,White     ,Y,F,3
BLI BLI,D         ,Bella,POODLE    ,POODLE,Black     ,Y,F,5
BLI BLI,Cat       ,Lana,DOMSH     ,DOMSH ,Tabby     ,Y,F,5
BLI BLI,D         ,Zali,COLLBORDR ,COLLBO,BlackWhite,N,F,3
BLI BLI,D         ,Elvis,SPANIELCK ,SPANIE,Black     ,Y,M,3
BLI BLI,D         ,Kobi,BOXER     ,BOXER ,Tan       ,Y,M,3
BLI BLI,D         ,Duke,STAFFRDAM ,STAFFR,Tan       ,Y,M,3
BLI BLI,D         ,Pippy,COLLBORDR ,COLLBO,BlackWhite,Y,F,11
BLI BLI,D         ,Kane,STAFFRDBTX,STAFFR,BlackTan  ,Y,M,9
BLI BLI,D         ,Buddy,STAFFRDBT ,STAFFR,Brindle   ,Y,M,8
BLI BLI,D         ,Ruby,FOXTERRMNX,FOXTER,White     ,Y,F,4
BLI BLI,D         ,Mischief,STAFFRDBT ,STAFFR,BlueWhite ,Y,F,7
BLI BLI,D         ,Monty,GREYHOUND ,GREYHO,RedTan    ,Y,M,7
BLI BLI,D         ,Mojo,BASSET    ,BASSET,RedWhite  ,Y,M,3
BLI BLI,D         ,Archer,COLLBORDR ,COLLBO,BlackWhite,Y,M,2
BLI BLI,D         ,Tilly,CATTLEDOG ,CATTLE,BlackBlue ,Y,F,8
BLI BLI,D         ,Bella,POODLEMINX,POODLE,BlackTan  ,Y,F,2
BLI BLI,D         ,Zara,STAFFRDBT ,STAFFR,Blue      ,Y,F,6
BLI BLI,D         ,Jett,STAFFRDAM ,STAFFR,Blue      ,Y,M,4
BLI BLI,Cat       ,Cynders,DOMSH     ,DOMSH ,BlackWhite,Y,F,6
BLI BLI,Cat       ,Wynter,DOMMH     ,DOMMH ,GreyWhite ,Y,F,6
BLI BLI,D         ,Maximus,JACKRUSSLX,JACKRU,White     ,Y,M,4
BLI BLI,D         ,stella,MASTIFNEP ,MASTIF,Tan       ,N,F,4
BLI BLI,D         ,Monty,SAMOYED   ,SAMOYE,White     ,Y,M,2
BLI BLI,D         ,Archie,CATTLEDOG ,CATTLE,Red       ,Y,M,12
BLI BLI,D         ,Ralphie,LABRADOR  ,LABRAD,Chocolate ,Y,M,3
BLI BLI,D         ,Penny,DACHSHDLH ,DACHSH,BlackTan  ,Y,F,4
BLI BLI,D         ,Rufus,POODLEX   ,POODLE,Black     ,Y,M,5
BLI BLI,D         ,Hope,STAFFRDBTX,STAFFR,Blonde    ,Y,F,2
BLI BLI,D         ,Daisy,JACKRUSSLX,JACKRU,WhiteTan  ,Y,F,9
BLI BLI,D         ,Xander,JACKRUSSLX,JACKRU,Cream     ,Y,M,3
BLI BLI,D         ,Eeyore,CATTLEDOGX,CATTLE,RedWhite  ,Y,M,3
BLI BLI,Cat       ,Robina,DOMSH     ,DOMSH ,Tabby     ,Y,F,3
BLI BLI,D         ,Meg,CATTLEDOG ,CATTLE,BlueWhite ,Y,F,10
BLI BLI,D         ,Casey,CATTLEDOG ,CATTLE,BlueWhite ,Y,F,10
BLI BLI,D         ,Storm,STAFFRDBT ,STAFFR,Black     ,Y,M,5
BLI BLI,Cat       ,Cefa,DOMLH     ,DOMLH ,BlackWhite,Y,M,2
BLI BLI,Cat       ,Loki,DOMSH     ,DOMSH ,Ginger    ,Y,M,2
BLI BLI,Cat       ,Nala,DOMSH     ,DOMSH ,Grey      ,Y,F,4
BLI BLI,Cat       ,Harley,DOMMH     ,DOMMH ,BlackWhite,Y,F,7
BLI BLI,D         ,Narla,STAFFRDBT ,STAFFR,Brindle   ,Y,F,6
BLI BLI,D         ,Peppa,DACHSHUND ,DACHSH,BlackTan  ,Y,F,4
BLI BLI,D         ,Sage,RETRIEVGD ,RETRIE,Gold      ,N,M,2
BLI BLI,D         ,Daisy,STAFFRDAMX,STAFFR,BlackWhite,Y,F,3
BLI BLI,D         ,Lucy,BEAGLE    ,BEAGLE,TriColour ,Y,F,9
BLI BLI,Cat       ,Kahu,DOMMH     ,DOMMH ,Silver    ,Y,M,2
BLI BLI,D         ,Duke,ROTTWEILR ,ROTTWE,Black     ,Y,M,3
BLI BLI,D         ,Jaz,KELPIEAUSX,KELPIE,BlackBroWh,Y,F,10
BLI BLI,Cat       ,Storm,DOMLH     ,DOMLH ,Tortoise  ,Y,F,9
BLI BLI,Cat       ,Loki,DOMSH     ,DOMSH ,Black     ,Y,M,3
BLI BLI,D         ,Meila,MALTESEX  ,MALTES,White     ,Y,F,3
BLI BLI,D         ,Toby,GERMNSHEP ,GERMNS,Black     ,Y,M,3
BLI BLI,D         ,Toby,MIXED     ,MIXED ,Black     ,Y,M,7
BLI BLI,D         ,Ku,POODLE    ,POODLE,Brown     ,Y,M,3
BLI BLI,D         ,Ellie,SPANIELCK ,SPANIE,BlackWhite,Y,F,7
BLI BLI,D         ,Coco,MOODLE    ,MOODLE,White     ,Y,F,4
BLI BLI,D         ,Harley,LABRADOR  ,LABRAD,Black     ,Y,M,3
BLI BLI,D         ,Kona,STAFFRDBT ,STAFFR,Blue      ,Y,F,2
BLI BLI,D         ,Pipi,MALTESEX  ,MALTES,TriColour ,Y,F,5
BLI BLI,D         ,Darcee,TERRIERAU ,TERRIE,BlueTan   ,Y,M,3
BLI BLI,D         ,Bronx,SHIHTZUX  ,SHIHTZ,BlackWhite,Y,M,7
BLI BLI,D         ,Jet,SHIHTZUX  ,SHIHTZ,TanWhite  ,Y,M,7
BLI BLI,Cat       ,Bono,TURKISHVAN,TURKIS,White     ,Y,M,6
BLI BLI,D         ,Louie,LABRADOR  ,LABRAD,Gold      ,Y,M,2
BLI BLI,Cat       ,Cuddles,DOMSH     ,DOMSH ,White     ,Y,F,2
BLI BLI,D         ,Kaos,STAFFRDAM ,STAFFR,Red       ,Y,M,6
BLI BLI,D         ,Wicket,SHIHTZU   ,SHIHTZ,BrownBlack,Y,F,2
BLI BLI,D         ,Wagz,CATTLEDOGX,CATTLE,BlackTan  ,Y,M,3
BLI BLI,D         ,Kimihiko,SHIBA INU ,SHIBA ,Red       ,Y,F,2
BLI BLI,D         ,Roxy,COLLBORDR ,COLLBO,BlackWhite,N,F,3
BLI BLI,D         ,Bear,LABRADOR  ,LABRAD,Black     ,Y,M,3
BLI BLI,D         ,Baja,MALTESEX  ,MALTES,Cream     ,Y,M,8
BLI BLI,D         ,Frankie,LABRADORX ,LABRAD,Black     ,Y,F,3
BLI BLI,D         ,Murphy,RETRIEVGD ,RETRIE,Gold      ,Y,F,3
BLI BLI,D         ,Reg,POODLEX   ,POODLE,Grey      ,Y,M,2
BLI BLI,Cat       ,Venus,DOMSH     ,DOMSH ,Tabby     ,Y,F,2
BLI BLI,D         ,Harley,CATTLEDOGX,CATTLE,Black     ,Y,F,3
BLI BLI,Cat       ,Isla,DOMSH     ,DOMSH ,Tortoise  ,Y,F,2
BLI BLI,D         ,Waggs,LHASAAPSOX,LHASAA,BrownTan  ,Y,M,10
BLI BLI,D         ,Hoover,MALTESEX  ,MALTES,BlackGreyW,N,M,5
BLI BLI,D         ,Opie,BULLARAB  ,BULLAR,White     ,Y,M,2
BLI BLI,Cat       ,Tansy,DOMSH     ,DOMSH ,BlackWhite,Y,F,2
BLI BLI,D         ,Porsha,STAFFRDBT ,STAFFR,Brindle   ,Y,F,9
BLI BLI,D         ,JEDDA,STAFFRDBT ,STAFFR,Black     ,Y,F,9
BLI BLI,D         ,Buster,JACKRUSSLX,JACKRU,Tan       ,Y,M,6
BLI BLI,D         ,Sadie,JACKRUSSLX,JACKRU,Tan       ,Y,F,6
BLI BLI,D         ,Tallulah,LABRADOR  ,LABRAD,Gold      ,Y,F,3
BLI BLI,D         ,Ruby,STAFFRDBT ,STAFFR,Red       ,Y,F,11
BLI BLI,D         ,Snoop,SCHNAUZMN ,SCHNAU,GreyWhite ,Y,M,6
BLI BLI,D         ,Barney,SCHNAUZMN ,SCHNAU,GreyWhite ,Y,M,6
BLI BLI,D         ,Oppie,GREATDANE ,GREATD,LiverWhite,Y,M,3
BLI BLI,D         ,Minnie,SHIHTZUX  ,SHIHTZ,TriColour ,Y,F,2
BLI BLI,D         ,Happy,BULLDOGBR ,BULLDO,Tan       ,Y,M,2
BLI BLI,D         ,Rosie,CATTLEDOGX,CATTLE,BlackGrey ,Y,F,2
BLI BLI,D         ,Poppy,MALTESEX  ,MALTES,GreyTan   ,N,F,2
BLI BLI,D         ,Shadow,BULLMASTFX,BULLMA,Black     ,Y,F,10
BLI BLI,D         ,Faith,WHIPPET   ,WHIPPE,Fawn      ,Y,F,2
BLI BLI,D         ,Alfie Male,FOXTERRIE ,FOXTER,TanWhite  ,Y,M,8
BLI BLI,Cat       ,Cicso,DOMSH     ,DOMSH ,White     ,Y,F,14
BLI BLI,D         ,Kimbo,SHIHTZUX  ,SHIHTZ,WhiteBrown,Y,M,3
BLI BLI,D         ,Charlie,LABRADOR  ,LABRAD,Brown     ,Y,M,2
BLI BLI,D         ,Jessie,SHIHTZUX  ,SHIHTZ,BeigeWhite,Y,F,2
BLI BLI,D         ,Cleo,LABRADORX ,LABRAD,Black     ,N,F,6
BLI BLI,Cat       ,Boo,DOMSH     ,DOMSH ,Tabby     ,Y,M,2
BLI BLI,Cat       ,Rocket,DOMSH     ,DOMSH ,Grey      ,Y,M,2
BLI BLI,Cat       ,Minx,DOMSH     ,DOMSH ,BlackWhite,Y,F,5
BLI BLI,D         ,Zeus,STAFFRDBT ,STAFFR,WhiteBlack,Y,M,3
BLI BLI,Cat       ,Oscar,DOMSH     ,DOMSH ,Black     ,Y,M,2
BLI BLI,Cat       ,Murphy,BURMESE   ,BURMES,Chocolate ,Y,M,16
BLI BLI,D         ,Stanley,MALTESEX  ,MALTES,Tan       ,Y,M,8
BLI BLI,D         ,George,JACKRUSSLX,JACKRU,WhiteTan  ,Y,M,7
BLI BLI,D         ,Orka,STAFFRDAM ,STAFFR,Black     ,Y,M,2
BLI BLI,D         ,Nonu,GERMNSHEPX,GERMNS,BlackSable,Y,F,2
BLI BLI,D         ,Tonto,LABRADORX ,LABRAD,Black     ,Y,M,2
BLI BLI,D         ,Darcy,LABRADOR  ,LABRAD,Beige     ,Y,M,2
BLI BLI,D         ,Hera,STAFFRDBT ,STAFFR,Black     ,Y,F,2
BLI BLI,D         ,Izzy,MALTESEX  ,MALTES,Silver    ,Y,F,5
BLI BLI,D         ,Locky,MASTIFFX  ,MASTIF,Brown     ,N,M,11
BLI BLI,D         ,Brax,CATDOGSTP ,CATDOG,Chocolate ,Y,M,2
BLI BLI,D         ,Sami,CATDOGSTP ,CATDOG,BlueBlack ,Y,F,2
BLI BLI,D         ,Millie,COLLBORDR ,COLLBO,BlackWhite,Y,F,6
BLI BLI,D         ,Diesel,LABRADORX ,LABRAD,Black     ,Y,M,3
BLI BLI,D         ,Banjo,STAFFRDAM ,STAFFR,Blue      ,Y,M,2
BLI BLI,D         ,Lola,BULLDOGFR ,BULLDO,Fawn      ,N,F,2
BLI BLI,D         ,Fletcher,COLLBORDR ,COLLBO,BlackWhite,Y,M,6
BLI BLI,D         ,Chevy,BULLDOGAMX,BULLDO,BrindlWhit,Y,M,7
BLI BLI,D         ,Chino,MALTESEX  ,MALTES,TriColour ,Y,M,3
BLI BLI,D         ,Brea,MALTESEX  ,MALTES,TanWhite  ,Y,F,2
BLI BLI,D         ,Dusty,STAFFRDBTX,STAFFR,Black     ,Y,F,3
BLI BLI,D         ,Tilly,STAFFRDBT ,STAFFR,Tan       ,Y,F,9
BLI BLI,D         ,Baloo,KEESHOND  ,KEESHO,SilverGrey,Y,M,12
BLI BLI,Cat       ,Billy,BIRMAN    ,BIRMAN,BlueWhite ,Y,M,12
BLI BLI,D         ,Wasabi,PUG       ,PUG   ,Fawn      ,Y,M,4
BLI BLI,D         ,Nugget,CATTLEDOGX,CATTLE,BlackBroWh,Y,M,11
BLI BLI,D         ,Zoe,CATTLEDOG ,CATTLE,Red       ,Y,F,3
BLI BLI,D         ,Shadow,STAFFRDBT ,STAFFR,Grey      ,Y,F,5
BLI BLI,D         ,HP,WOLFHOUNDX,WOLFHO,Black     ,Y,M,4
BLI BLI,D         ,Annie,ANATOLIANS,ANATOL,Fawn      ,Y,F,7
BLI BLI,D         ,Ella,COLLBORDRX,COLLBO,BlackWhite,Y,F,8
BLI BLI,D         ,Basil,BEAGLE    ,BEAGLE,TanWhite  ,Y,M,2
BLI BLI,D         ,Punch,BOXER     ,BOXER ,BlackBroWh,Y,M,9
BLI BLI,Cat       ,Humphrey,DOMMH     ,DOMMH ,BlackBrinW,Y,M,9
BLI BLI,Cat       ,Tia,RAGDOLL   ,RAGDOL,Chocolate ,Y,F,3
BLI BLI,D         ,Rosie,STAFFRDAMX,STAFFR,Chocolate ,Y,F,2
BLI BLI,D         ,Marley,BULLDOGAUS,BULLDO,TanWhite  ,N,F,2
BLI BLI,D         ,Nala,SCHNAUZMN ,SCHNAU,GreyWhite ,Y,F,2
BLI BLI,D         ,Bailey,CATTLEDOGX,CATTLE,TriColour ,Y,M,2
BLI BLI,D         ,George,ROTTWEILRX,ROTTWE,Black     ,Y,M,2
BLI BLI,D         ,Cashy,COLLBORDR ,COLLBO,RedWhite  ,Y,M,3
BLI BLI,D         ,Jaz,STAFFRDBTX,STAFFR,BrownBlack,Y,F,5
BLI BLI,D         ,Harper,CAVOODLE  ,CAVOOD,WhiteApric,Y,F,2
BLI BLI,Cat       ,Scout,RAGDOLL   ,RAGDOL,GreyWhite ,Y,M,2
BLI BLI,Cat       ,Sheila,RUSSIANBL ,RUSSIA,Grey      ,Y,F,12
BLI BLI,Cat       ,Bubbles,DOMSH     ,DOMSH ,WhiteGrey ,Y,M,5
BLI BLI,D         ,Dasher,CATTLEDOGX,CATTLE,BlackGrey ,Y,M,2
BLI BLI,D         ,Oscar,CAVOODLE  ,CAVOOD,Tan       ,N,M,2
BLI BLI,D         ,ARLEYA,CATTLEDOG ,CATTLE,Blue      ,Y,F,2
BLI BLI,D         ,Panda,MALTESEX  ,MALTES,Unknown   ,Y,F,7
BLI BLI,D         ,Rosie,KELPIEAUS ,KELPIE,Black     ,Y,F,2
BLI BLI,D         ,Boof,BANDOG    ,BANDOG,Blue      ,N,M,2
BLI BLI,D         ,Olly (formerly Oreo),MOODLE    ,MOODLE,BlackWhite,Y,M,3
BLI BLI,D         ,Drogo,CAVOODLE  ,CAVOOD,White     ,Y,M,3
BLI BLI,D         ,Lulu,CAVOODLE  ,CAVOOD,Red       ,Y,F,2
BLI BLI,D         ,Buddy,LABRADOR  ,LABRAD,Black     ,Y,M,5
BLI BLI,Cat       ,Tiger,RAGDOLL   ,RAGDOL,CreamDkPts,Y,M,2
BLI BLI,D         ,Missy,STAFFRDAM ,STAFFR,Caramel   ,Y,F,2
BLI BLI,D         ,Koda,ROTTWEILR ,ROTTWE,BlackTan  ,N,M,3
BLI BLI,D         ,Buddy,SHIHTZUX  ,SHIHTZ,Sable     ,Y,M,6
BLI BLI,D         ,Conan,STAFFRDAM ,STAFFR,WhiteFawn ,N,M,2
BLI BLI,D         ,Bella,STAFFRDAM ,STAFFR,Brindle   ,Y,F,5
BLI BLI,Cat       ,Murray,DOMSH     ,DOMSH ,White     ,Y,M,2
BLI BLI,Cat       ,Finnigan,DOMLH     ,DOMLH ,Ginger    ,Y,M,2
BLI BLI,D         ,Max,STAFFRDBT ,STAFFR,BlackBrind,Y,M,2
BLI BLI,D         ,Bella,ROTTWEILRX,ROTTWE,BlackTan  ,Y,F,2
BLI BLI,Cat       ,Ava,DOMMH     ,DOMMH ,Grey      ,Y,F,2
BLI BLI,D         ,Ellie Listama,DACHSHUNDM,DACHSH,Tan       ,Y,F,2
BLI BLI,D         ,Lucy,CORGI     ,CORGI ,BlackWhite,Y,F,2
BLI BLI,D         ,Winter,GERMNSHEP ,GERMNS,Black     ,Y,M,2
BLI BLI,D         ,Bonnie,TERRIERWT ,TERRIE,White     ,N,F,11
BLI BLI,Cat       ,Lexus,DOMSH     ,DOMSH ,Tabby     ,Y,F,2
BLI BLI,Cat       ,Jade,DOMSH     ,DOMSH ,BlackWhite,Y,F,3
BLI BLI,D         ,Zara,ENGLISHBT ,ENGLIS,BlackWhite,Y,F,2
BLI BLI,D         ,Kelly,KELPIEAUSX,KELPIE,Tan       ,Y,F,2
BLI BLI,Cat       ,Calypso,DOMMH     ,DOMMH ,BlackWhite,Y,F,3
BLI BLI,Cat       ,Shadow,DOMSH     ,DOMSH ,BlackWhite,Y,F,3
BLI BLI,D         ,Boo,SHIHTZUX  ,SHIHTZ,BlackWhite,Y,M,4
BLI BLI,D         ,Ockie,STAFFRDAM ,STAFFR,Black     ,Y,M,2
BLI BLI,D         ,Phantom,FOXTERRMNX,FOXTER,BlackWhite,Y,M,3
BLI BLI,D         ,Athena,STAFFRDAM ,STAFFR,RedTan    ,N,F,2
BLI BLI,D         ,Lexie,STAFFRDBTX,STAFFR,Tan       ,Y,F,4
BLI BLI,D         ,Kobe,STAFFRDAM ,STAFFR,Black     ,N,M,2
BLI BLI,Cat       ,Molly,RAGDOLL   ,RAGDOL,CreamDkPts,Y,F,3
BLI BLI,D         ,Ruby,DACHSHUNDM,DACHSH,TanBlack  ,Y,F,5
BLI BLI,D         ,Odie,TERRIERAUX,TERRIE,Unknown   ,Y,M,2
BLI BLI,D         ,Joey,FOXTERRMN ,FOXTER,BrownWhite,Y,M,1
BLI BLI,D         ,Mille,POODLEX   ,POODLE,Black     ,Y,F,3
BLI BLI,D         ,Maya,CATTLEDOGX,CATTLE,WhiteRed  ,Y,F,10
BLI BLI,Cat       ,Smudge,DOMSH     ,DOMSH ,GreyWhite ,Y,F,1
BLI BLI,D         ,Rosie,AUST. SHEP,AUST. ,BlackBroWh,Y,F,2
BLI BLI,D         ,Soxy,KELPIEAUSX,KELPIE,BlackTan  ,Y,M,5
BLI BLI,D         ,Charlie,BICHONFRS ,BICHON,White     ,Y,M,14
BLI BLI,D         ,Dusty,LABRADOODL,LABRAD,Chocolate ,Y,M,2
BLI BLI,D         ,Arlo,ROTTWEILR ,ROTTWE,Chocolate ,Y,M,2
BLI BLI,D         ,Odin,LABRADOR  ,LABRAD,Gold      ,Y,M,1
BLI BLI,D         ,Shadow,LABRADOODL,LABRAD,Black     ,Y,M,2
BLI BLI,D         ,Oscar,FOXTERRMNX,FOXTER,TanBrown  ,Y,M,2
BLI BLI,Cat       ,Junior,DOMSH     ,DOMSH ,Tabby     ,Y,M,2
BLI BLI,D         ,Bandit,LABRADORX ,LABRAD,BlackWhite,Y,M,6
BLI BLI,D         ,Ruby,STAFFRDAMX,STAFFR,BrownBrin ,Y,F,3
BLI BLI,D         ,Scarlett,COLLBORDR ,COLLBO,BlackWhite,Y,F,1
BLI BLI,D         ,Molly,SPOODLE   ,SPOODL,Black     ,Y,F,7
BLI BLI,D         ,Narla,AUST. SHEP,AUST. ,White     ,Y,F,4
BLI BLI,D         ,Blue,COLLBORDRX,COLLBO,BlackWhite,Y,M,6
BLI BLI,D         ,Teddy,MALTESEX  ,MALTES,White     ,Y,M,3
BLI BLI,D         ,Jimmy,KELPIEAUS ,KELPIE,BlueWhite ,Y,M,2
BLI BLI,D         ,Charlie,JACKRUSSLX,JACKRU,White     ,Y,M,8
BLI BLI,D         ,Nutmeg,TERRIERAU ,TERRIE,Brown     ,Y,F,8
BLI BLI,D         ,Arnie,PUGX      ,PUG,BrownBlack,Y,M,4
BLI BLI,D         ,Lacey,LHASAAPSO ,LHASAA,WhiteBrown,Y,F,7
BLI BLI,D         ,Jasper,SPOODLE   ,SPOODL,White     ,Y,M,5
BLI BLI,D         ,Honey,MALTESEX  ,MALTES,CaramelWht,Y,F,2
BLI BLI,D         ,VADA,GERMNSHEP ,GERMNS,BlackTan  ,Y,F,5
