Locality,AnimalType,Name,SpecificBreed,PrimaryBreed,PrimaryColour,De-sexed,Gender,Age
ALEXANDRA HEADLAND,D         ,Rolex,BULLDOGBR ,BULLDO,Brindle   ,N,M,2
ALEXANDRA HEADLAND,D         ,Maddie,KELPIEAUS ,KELPIE,RedRoan   ,Y,F,8
ALEXANDRA HEADLAND,D         ,Astro Meisenhelter,LABRADOR  ,LABRAD,Black     ,Y,M,8
ALEXANDRA HEADLAND,Cat       ,Tubby,MANX      ,MANX  ,Grey      ,Y,M,9
ALEXANDRA HEADLAND,D         ,Billy,SPANIELCVX,SPANIE,Gold      ,Y,M,11
ALEXANDRA HEADLAND,D         ,Beau,SPOODLE   ,SPOODL,Caramel   ,Y,M,3
ALEXANDRA HEADLAND,D         ,Alfie,SPANIELKC ,SPANIE,BrownWhite,Y,M,1
ALEXANDRA HEADLAND,D         ,Lola,POODLETOY ,POODLE,Black     ,Y,F,1
ALEXANDRA HEADLAND,D         ,Archie,LABRADOR  ,LABRAD,Black     ,Y,M,1
ALEXANDRA HEADLAND,D         ,Indie,SPANIELCV ,SPANIE,Ruby      ,Y,F,3
ALEXANDRA HEADLAND,D         ,Kiara,COLLBORDRX,COLLBO,GreyBlack ,Y,F,2
ALEXANDRA HEADLAND,D         ,Billie,COLLBORDR ,COLLBO,BrindlWhit,Y,F,2
ALEXANDRA HEADLAND,Cat       ,Lily,DOMSH     ,DOMSH ,BlackGrey ,Y,F,3
ALEXANDRA HEADLAND,D         ,Newston,STAFFRDBT ,STAFFR,Brown     ,Y,M,3
ALEXANDRA HEADLAND,D         ,Rosie,TERRIERLAK,TERRIE,Wheaten   ,Y,F,3
ALEXANDRA HEADLAND,D         ,Chilli,CATTLEDOG ,CATTLE,Red       ,Y,F,1
ALEXANDRA HEADLAND,D         ,Tequila,BICHONFRS ,BICHON,White     ,Y,M,1
ALEXANDRA HEADLAND,D         ,Jett,JACKRUSSL ,JACKRU,Black     ,N,F,1
ALEXANDRA HEADLAND,Cat       ,Opal,DOMSH     ,DOMSH ,Tabby     ,Y,F,1
ALEXANDRA HEADLAND,D         ,Penny,GREYHOUND ,GREYHO,Fawn      ,Y,F,4
ALEXANDRA HEADLAND,D         ,Pepe,POODLE    ,POODLE,Black     ,Y,F,7
ALEXANDRA HEADLAND,D         ,Oska,POMERANIAX,POMERA,Brown     ,Y,M,7
ALEXANDRA HEADLAND,D         ,Molly,CAVOODLE  ,CAVOOD,Sandy     ,Y,F,1
ALEXANDRA HEADLAND,D         ,Fox,POMERANIA ,POMERA,Tan       ,Y,M,10
ALEXANDRA HEADLAND,D         ,Chloe,POMERANIA ,POMERA,Cream     ,N,F,11
ALEXANDRA HEADLAND,D         ,Barney,MALTESEX  ,MALTES,BlackTan  ,N,M,1
ALEXANDRA HEADLAND,D         ,Sid,MALTESEX  ,MALTES,Bone      ,Y,M,2
ALEXANDRA HEADLAND,Cat       ,Chase,TABBY     ,TABBY ,Tabby     ,Y,F,5
ALEXANDRA HEADLAND,D         ,Nacho,SPANIELCK ,SPANIE,Tan       ,Y,M,9
ALEXANDRA HEADLAND,D         ,Hamlet,BEAGLEX   ,BEAGLE,Tan       ,Y,M,4
ALEXANDRA HEADLAND,D         ,Asher,POODLETOY ,POODLE,Black     ,Y,F,8
ALEXANDRA HEADLAND,Cat       ,Finley,DOMSH     ,DOMSH ,Black     ,Y,M,1
ALEXANDRA HEADLAND,Cat       ,Bianca,DOMSH     ,DOMSH ,BlackWhite,Y,F,1
ALEXANDRA HEADLAND,D         ,Nelson,COLLBORDRX,COLLBO,BlackWhite,Y,M,2
ALEXANDRA HEADLAND,D         ,Bayley,RETRIEVER ,RETRIE,Gold      ,Y,F,1
ALEXANDRA HEADLAND,Cat       ,Leo,RAGDOLL   ,RAGDOL,BrownBlack,Y,M,1
ALEXANDRA HEADLAND,D         ,Larry,GREYHOUND ,GREYHO,Brindle   ,Y,M,3
ALEXANDRA HEADLAND,D         ,Harley,LABRADOR  ,LABRAD,Gold      ,N,F,0
ALEXANDRA HEADLAND,D         ,Lola,POMERANIA ,POMERA,Caramel   ,Y,F,5
ALEXANDRA HEADLAND,D         ,Strudel,DACHSHUND ,DACHSH,BlackTan  ,N,F,1
ALEXANDRA HEADLAND,D         ,Ella,SPOODLE   ,SPOODL,Chocolate ,Y,F,1
ALEXANDRA HEADLAND,D         ,Brodie,SPANIELCV ,SPANIE,Ruby      ,Y,M,9
ALEXANDRA HEADLAND,D         ,Millie,SPANIELCV ,SPANIE,Blenheim  ,Y,F,7
ALEXANDRA HEADLAND,D         ,Frankie,DACHSHUNDX,DACHSH,BlackBroWh,N,F,0
ALEXANDRA HEADLAND,D         ,Zoe,JACKRUSSL ,JACKRU,BrownWhite,Y,F,12
ALEXANDRA HEADLAND,Cat       ,Jester,DOMSH     ,DOMSH ,BlackGreyB,Y,M,4
ALEXANDRA HEADLAND,D         ,Maybelle,COLLBORDR ,COLLBO,WhiteCream,Y,F,3
ALEXANDRA HEADLAND,D         ,Max,SCHNAUZER ,SCHNAU,Black     ,Y,M,13
ALEXANDRA HEADLAND,D         ,Lulu,MALTESEX  ,MALTES,WhiteTan  ,Y,F,5
ALEXANDRA HEADLAND,D         ,Kalani,TERRIER   ,TERRIE,RedBrown  ,Y,F,4
ALEXANDRA HEADLAND,D         ,Luka,KELPIEAUSX,KELPIE,Black     ,Y,F,1
ALEXANDRA HEADLAND,D         ,Fred,LABRADOODL,LABRAD,BlackWhite,N,M,0
ALEXANDRA HEADLAND,D         ,Wilfred,GREATDANEX,GREATD,Merle     ,Y,M,2
ALEXANDRA HEADLAND,D         ,Luna,COLLBORDR ,COLLBO,BlackWhite,N,F,0
ALEXANDRA HEADLAND,D         ,Teddy,LHASAAPSOX,LHASAA,WhiteTan  ,Y,M,4
ALEXANDRA HEADLAND,D         ,Cookie,JACKRUSSLX,JACKRU,TanWhite  ,Y,F,8
ALEXANDRA HEADLAND,D         ,Gus,JACKRUSSLX,JACKRU,TanWhite  ,Y,M,9
ALEXANDRA HEADLAND,D         ,Jack,JACKRUSSLX,JACKRU,BrownWhite,Y,M,8
ALEXANDRA HEADLAND,D         ,Dougie,MALTESEX  ,MALTES,Cream     ,Y,M,1
ALEXANDRA HEADLAND,D         ,Marley,RETRIEVGD ,RETRIE,Gold      ,N,F,0
ALEXANDRA HEADLAND,D         ,Minty,SPOODLE   ,SPOODL,Cream     ,N,F,0
ALEXANDRA HEADLAND,Cat       ,Bella,RAGDOLL   ,RAGDOL,Tortoise  ,Y,F,10
ALEXANDRA HEADLAND,D         ,Daisy,SHIHTZUX  ,SHIHTZ,White     ,Y,F,6
ALEXANDRA HEADLAND,D         ,Bruiser,DACHSHUNDM,DACHSH,BlackTan  ,N,M,0
ALEXANDRA HEADLAND,D         ,Leto,COLLBORDR ,COLLBO,BlackTanWh,N,F,2
ALEXANDRA HEADLAND,D         ,Misty,KELPIEAUS ,KELPIE,RedTan    ,N,F,0
ALEXANDRA HEADLAND,D         ,Kelly,COLLBEARDX,COLLBE,BlackWhite,N,M,0
ALEXANDRA HEADLAND,D         ,Lizzy,STAFFRDBTX,STAFFR,Black     ,Y,F,2
ALEXANDRA HEADLAND,D         ,Stella,COLLBORDR ,COLLBO,BlackWhite,N,F,0
ALEXANDRA HEADLAND,D         ,Lulu Belle,SPANIELCVX,SPANIE,Apricot   ,N,F,0
ALEXANDRA HEADLAND,Cat       ,Pocket,DOMSH     ,DOMSH ,Tabby     ,Y,F,0
ALEXANDRA HEADLAND,D         ,Sam,CAVOODLE  ,CAVOOD,Cream     ,Y,M,7
ALEXANDRA HEADLAND,D         ,Pippa,FOXTERRMN ,FOXTER,TriColour ,Y,F,1
ALEXANDRA HEADLAND,Cat       ,Ebony,MAINE COON,MAINE ,Tabby     ,Y,F,8
ALEXANDRA HEADLAND,Cat       ,tigra,RAGDOLL   ,RAGDOL,Lilac     ,Y,F,1
ALEXANDRA HEADLAND,Cat       ,Lulu,BURMESE   ,BURMES,GreyWhite ,N,F,0
ALEXANDRA HEADLAND,D         ,Eddie,CATTLEDOG ,CATTLE,White     ,Y,M,0
ALEXANDRA HEADLAND,Cat       ,Lottie,DOMSH     ,DOMSH ,Black     ,Y,F,0
ALEXANDRA HEADLAND,D         ,Tobi,SHIHTZU   ,SHIHTZ,Ruby      ,N,M,0
ALEXANDRA HEADLAND,D         ,Tommy,MALTESEX  ,MALTES,White     ,Y,M,1
ALEXANDRA HEADLAND,D         ,Lexi,STAFFRDBT ,STAFFR,Tan       ,N,F,3
ALEXANDRA HEADLAND,D         ,Carter,WHIPPET   ,WHIPPE,Fawn      ,Y,M,9
ALEXANDRA HEADLAND,D         ,Willow,WHIPPET   ,WHIPPE,Fawn      ,Y,F,7
ALEXANDRA HEADLAND,D         ,Fergus,SPOODLE   ,SPOODL,BlackWhite,Y,M,12
ALEXANDRA HEADLAND,D         ,Lola,SPOODLE   ,SPOODL,Red       ,Y,F,1
ALEXANDRA HEADLAND,D         ,Harry,SPANIELCVX,SPANIE,WhiteGing ,Y,M,0
AROONA,D         ,Vegas,BOXER     ,BOXER ,TanWhite  ,Y,F,10
AROONA,D         ,Sammy,MALTESTOYX,MALTES,White     ,Y,M,9
AROONA,D         ,Crash,MALTESEX  ,MALTES,White     ,Y,M,10
AROONA,D         ,Ben,LABRADOR  ,LABRAD,Gold      ,Y,M,10
AROONA,D         ,Samara,STAFFRDBT ,STAFFR,White     ,Y,F,9
AROONA,D         ,Paddy,HUSKYX    ,HUSKY,White     ,Y,M,9
AROONA,D         ,Charli,SPANIELKC ,SPANIE,Ruby      ,Y,F,8
AROONA,D         ,Charlie,COLLBORDR ,COLLBO,BlackWhite,Y,M,8
AROONA,D         ,Holly,CATTLEDOG ,CATTLE,Cream     ,Y,F,14
AROONA,D         ,Adam,LOWCHEN   ,LOWCHE,Black     ,Y,M,18
AROONA,D         ,Bouchee,MALTESE   ,MALTES,White     ,Y,M,17
AROONA,D         ,Tess,COLLBORDR ,COLLBO,Black     ,Y,F,15
AROONA,D         ,Patch,FOXTERRMN ,FOXTER,White     ,Y,M,15
AROONA,D         ,Jetson,STAFFRDBT ,STAFFR,Black     ,Y,M,15
AROONA,D         ,Rex,STAFFRDBT ,STAFFR,Brindle   ,Y,M,14
AROONA,D         ,Bindi,MALTESE   ,MALTES,White     ,Y,F,14
AROONA,D         ,Neddy,TERRIERTN ,TERRIE,Tricolour ,Y,M,14
AROONA,D         ,Roxy,STAFFRDBT ,STAFFR,White     ,Y,F,14
AROONA,D         ,Buster,POODLEMIN ,POODLE,Apricot   ,Y,M,14
AROONA,D         ,Conan,STAFFRDBT ,STAFFR,Brindle   ,N,M,13
AROONA,D         ,Max,BICHONFRS ,BICHON,White     ,N,M,13
AROONA,D         ,Petty,CHIHUAHUA ,CHIHUA,Tan       ,Y,F,14
AROONA,D         ,Anna,CATTLEDOG ,CATTLE,Black     ,Y,F,13
AROONA,D         ,Spud,LABRADOR  ,LABRAD,Black     ,Y,F,13
AROONA,D         ,Daisy,LABRADOR  ,LABRAD,Black     ,Y,F,13
AROONA,D         ,Baby,SHARPEI   ,SHARPE,Black     ,N,F,13
AROONA,D         ,Donny,SHARPEI   ,SHARPE,Fawn      ,Y,M,14
AROONA,D         ,Nitro,LABRADOR  ,LABRAD,Gold      ,Y,M,12
AROONA,D         ,Bear,MALTESE   ,MALTES,White     ,Y,M,13
AROONA,D         ,Meea,FOXTERRMN ,FOXTER,Tricolour ,Y,F,13
AROONA,D         ,Rex,LABRADOR  ,LABRAD,Black     ,Y,M,13
AROONA,D         ,Tempest,KELPIEAUS ,KELPIE,Black     ,Y,F,13
AROONA,D         ,Roxy,LHASAAPSO ,LHASAA,Champagne ,Y,F,13
AROONA,D         ,Layla,FOXTERRIE ,FOXTER,Black     ,Y,F,16
AROONA,D         ,Tia,CATTLEDOG ,CATTLE,Blue      ,Y,F,13
AROONA,D         ,Tricky,FOXTERRMN ,FOXTER,Tan       ,Y,M,14
AROONA,D         ,Tara,WHIPPET   ,WHIPPE,Gold      ,Y,F,12
AROONA,D         ,Boof,COLLBORDR ,COLLBO,Cream     ,Y,M,12
AROONA,D         ,Benji,MALTESE   ,MALTES,White     ,Y,M,16
AROONA,D         ,Sasha,CORGIPEMB ,CORGIP,Black     ,Y,F,12
AROONA,D         ,Angel,MALTESE   ,MALTES,White     ,Y,F,13
AROONA,D         ,Dexie,FOXTERRMN ,FOXTER,White     ,Y,M,12
AROONA,D         ,Coco jaz,POODLE    ,POODLE,Black     ,Y,F,13
AROONA,D         ,Zoee em,POODLE    ,POODLE,Black     ,Y,F,13
AROONA,D         ,Tyson,BOXER     ,BOXER ,Brindle   ,N,M,11
AROONA,D         ,Bobby,BICHONFRS ,BICHON,White     ,Y,M,12
AROONA,D         ,Rudolph,TERRIERSI ,TERRIE,Grey      ,Y,M,12
AROONA,D         ,Jack,SPANIELCK ,SPANIE,Black     ,N,M,11
AROONA,D         ,Spartan,COLLBORDR ,COLLBO,White     ,Y,M,11
AROONA,D         ,Lucy,LABRADOR  ,LABRAD,Brown     ,Y,F,11
AROONA,D         ,Nellie,COLLBORDR ,COLLBO,Brown     ,N,F,11
AROONA,D         ,Charja,COLLBORDR ,COLLBO,Blue      ,Y,M,11
AROONA,D         ,Jasmine,POMERANIA ,POMERA,Sable     ,Y,F,17
AROONA,D         ,Jake,KELPIEAUS ,KELPIE,Black     ,Y,M,15
AROONA,D         ,Sam,LABRADOR  ,LABRAD,Black     ,Y,M,11
AROONA,D         ,Angel,MALTESE   ,MALTES,White     ,Y,F,12
AROONA,D         ,Chocolate,SHIHTZU   ,SHIHTZ,Tan       ,Y,M,11
AROONA,D         ,Fizz,FOXTERRIE ,FOXTER,White     ,Y,M,11
AROONA,D         ,Mick,JACKRUSSL ,JACKRU,Tan       ,Y,M,11
AROONA,D         ,Chelsy,SHIHTZU   ,SHIHTZ,Sable     ,Y,F,11
AROONA,D         ,Velvet,LOWCHEN   ,LOWCHE,White     ,Y,F,13
AROONA,D         ,Maxwel,SHIHTZU   ,SHIHTZ,White     ,Y,M,11
AROONA,D         ,Cooper cohen gear,LHASAAPSO ,LHASAA,Tricolour ,Y,M,12
AROONA,D         ,Coco,BULLTERR  ,BULLTE,Black     ,Y,F,15
AROONA,D         ,Brutus,FOXTERRMN ,FOXTER,Black     ,Y,M,11
AROONA,D         ,Georgia,DACHSHLHMX,DACHSH,Tan       ,Y,F,11
AROONA,D         ,Jubei,SHARPEI   ,SHARPE,Tan       ,Y,M,12
AROONA,D         ,Bella,LABRADOR  ,LABRAD,Gold      ,Y,F,11
AROONA,D         ,Scoota,TERRIERWT ,TERRIE,White     ,Y,M,11
AROONA,D         ,Max,JACKRUSSL ,JACKRU,Tricolour ,Y,M,11
AROONA,D         ,Billy,STAFFRDBT ,STAFFR,Brindle   ,Y,M,10
AROONA,D         ,Bindy,KELPIEAUS ,KELPIE,Red       ,Y,F,11
AROONA,D         ,Sammy,LABRADOR  ,LABRAD,Black     ,Y,M,11
AROONA,D         ,Beama,KELPIEAUSX,KELPIE,Black     ,Y,M,11
AROONA,D         ,Jenny,MALTESE   ,MALTES,White     ,Y,F,10
AROONA,D         ,Bella,FOXTERRMN ,FOXTER,White     ,Y,F,10
AROONA,D         ,Barry james,SPANIELCK ,SPANIE,Red       ,Y,M,10
AROONA,D         ,Booboo,POODLE    ,POODLE,White     ,Y,M,10
AROONA,D         ,Mojo,MALTESE   ,MALTES,Black     ,Y,M,11
AROONA,D         ,Sass,MALTESE   ,MALTES,White     ,Y,F,10
AROONA,D         ,Bide,MALTESE   ,MALTES,White     ,Y,F,10
AROONA,D         ,Jessie,POODLEMINX,POODLE,White     ,Y,F,10
AROONA,D         ,Roy,LABRADOR  ,LABRAD,Black     ,Y,M,9
AROONA,D         ,Roxie,MALTESE   ,MALTES,Sable     ,Y,F,10
AROONA,D         ,Sylvester,POODLE    ,POODLE,Grey      ,Y,M,10
AROONA,D         ,Snickers,TERRIER   ,TERRIE,Tan       ,Y,M,10
AROONA,D         ,Lilly,STAFFRDBT ,STAFFR,Red       ,Y,F,9
AROONA,D         ,Benson clarke,TERRIERWT ,TERRIE,White     ,Y,M,10
AROONA,D         ,Crocodile,POMERANIA ,POMERA,Tan       ,Y,M,10
AROONA,D         ,Kabuu,SPANIELTB ,SPANIE,Tricolour ,Y,M,10
AROONA,D         ,Maggie,STAFFRDBT ,STAFFR,Brindle   ,Y,F,9
AROONA,D         ,Pommy,POMERANIA ,POMERA,Brown     ,Y,M,9
AROONA,D         ,Russ,GERMNSHEP ,GERMNS,Tan       ,Y,M,10
AROONA,D         ,Fi fi,MALTESE   ,MALTES,White     ,N,F,12
AROONA,D         ,Minnie,TERRIERTN ,TERRIE,Tan       ,Y,F,14
AROONA,D         ,Sampson,MALAMUTEA ,MALAMU,Black     ,Y,M,9
AROONA,D         ,Tiger,STAFFRDBT ,STAFFR,Tan       ,Y,M,10
AROONA,D         ,Missy,TERRIERSIX,TERRIE,Black     ,Y,F,9
AROONA,D         ,Gracie,POODLE    ,POODLE,White     ,Y,F,12
AROONA,D         ,Max,KELPIEAUS ,KELPIE,Black     ,Y,M,9
AROONA,D         ,Havoc,STAFFRDAM ,STAFFR,Blue      ,Y,F,9
AROONA,D         ,Jilly,CAVOODLE  ,CAVOOD,White     ,Y,F,9
AROONA,D         ,Zorro,SHIHTZU   ,SHIHTZ,Black     ,Y,M,9
AROONA,D         ,Molly,SPANIELCK ,SPANIE,Blue      ,Y,F,9
AROONA,D         ,Sam,MALTESE   ,MALTES,Black     ,Y,M,9
AROONA,D         ,Sam,LABRADOR  ,LABRAD,Yellow    ,Y,M,8
AROONA,D         ,Skye,LABRADOR  ,LABRAD,Gold      ,Y,F,11
AROONA,D         ,Skye,HUSKY     ,HUSKY ,Unknown   ,Y,F,9
AROONA,D         ,Roxy,COLLBORDR ,COLLBO,Black     ,Y,F,9
AROONA,D         ,Sabe,WEIMARANR ,WEIMAR,Silver    ,Y,F,9
AROONA,Cat       ,Toukee,TONKINESE ,TONKIN,Brown     ,Y,F,17
AROONA,Cat       ,Smokie,BURMESE   ,BURMES,Black     ,Y,M,9
AROONA,D         ,Duke,PINSCHRMN ,PINSCH,Red       ,Y,M,8
AROONA,Cat       ,Jings,TABBY     ,TABBY ,Black     ,Y,M,16
AROONA,D         ,Tango,FOXTERRIE ,FOXTER,Tan       ,Y,F,11
AROONA,Cat       ,Puss,TABBY     ,TABBY ,Tabby     ,Y,F,12
AROONA,Cat       ,Georgie,RAGDOLL   ,RAGDOL,Ginger    ,Y,F,9
AROONA,Cat       ,Missy moo,TABBY     ,TABBY ,White     ,Y,F,11
AROONA,D         ,Bonnie,TERRIERAU ,TERRIE,Black     ,Y,F,16
AROONA,D         ,Jack,JACKRUSSL ,JACKRU,Black     ,Y,M,9
AROONA,D         ,Lucy,MALTESE   ,MALTES,Black     ,Y,F,9
AROONA,Cat       ,KC,TABBY     ,TABBY ,Cream     ,Y,M,8
AROONA,Cat       ,Kitty,TABBY     ,TABBY ,Brown     ,Y,F,21
AROONA,Cat       ,Mischa,TABBY     ,TABBY ,Grey      ,Y,F,14
AROONA,D         ,Bella,MALTESE   ,MALTES,Black     ,Y,F,9
AROONA,D         ,Molly,MALTESE   ,MALTES,Brown     ,Y,F,9
AROONA,D         ,Jarrah,DACHSHUND ,DACHSH,Brown     ,Y,M,15
AROONA,D         ,Tammy,STAFFRDBT ,STAFFR,Blue      ,Y,F,10
AROONA,D         ,Marble,TERRIER   ,TERRIE,Grey      ,Y,F,8
AROONA,D         ,Snowy,MALTESE   ,MALTES,White     ,Y,M,9
AROONA,D         ,Jack,TERRIERWT ,TERRIE,White     ,Y,M,12
AROONA,D         ,Waffles,SHIHTZU   ,SHIHTZ,Cream     ,Y,M,8
AROONA,D         ,Bandit,JACKRUSSL ,JACKRU,BlackWhite,Y,F,15
AROONA,Cat       ,Sox,HIMALAYAN ,HIMALA,White     ,Y,F,14
AROONA,Cat       ,Big jack,TABBY     ,TABBY ,Black     ,Y,M,11
AROONA,Cat       ,Little jack,TABBY     ,TABBY ,Black     ,Y,M,10
AROONA,D         ,Archie,MALTESE   ,MALTES,White     ,Y,M,9
AROONA,D         ,Bailey,MALTESE   ,MALTES,Brown     ,Y,F,11
AROONA,D         ,Milo,TERRIERAU ,TERRIE,Black     ,Y,M,11
AROONA,Cat       ,Tinkerbell,BRITSHCAT ,BRITSH,Blue      ,Y,F,10
AROONA,D         ,Kazanna,SPANIELCK ,SPANIE,Orange    ,Y,F,8
AROONA,Cat       ,Vinca,TABBY     ,TABBY ,Ginger    ,Y,F,15
AROONA,D         ,Coco,POODLETOY ,POODLE,Black     ,Y,F,8
AROONA,Cat       ,Ziggy,TABBY     ,TABBY ,BlackWhite,Y,M,8
AROONA,D         ,Mulga,CATTLEDOG ,CATTLE,Blue      ,N,M,10
AROONA,Cat       ,Chair man meow,BURMESE   ,BURMES,Blue      ,Y,M,8
AROONA,D         ,Ali,BOXER     ,BOXER ,Brown     ,Y,F,8
AROONA,D         ,Kaiser,SCHNAUZER ,SCHNAU,SaltPepper,Y,M,10
AROONA,Cat       ,Monet,TABBY     ,TABBY ,Ginger    ,Y,M,14
AROONA,Cat       ,Dexter,ABYSSINIAN,ABYSSI,Orange    ,Y,M,10
AROONA,Cat       ,Milly,BURMESE   ,BURMES,Black     ,Y,F,10
AROONA,Cat       ,Loki,TABBY     ,TABBY ,Ginger    ,Y,M,18
AROONA,D         ,Chilli,MALTESE   ,MALTES,White     ,Y,M,8
AROONA,D         ,Axel,BOXER     ,BOXER ,Red       ,Y,M,8
AROONA,Cat       ,Malteser,TABBY     ,TABBY ,Tabby     ,Y,F,8
AROONA,D         ,Paddy,SPOODLE   ,SPOODL,Gold      ,Y,M,8
AROONA,D         ,Si si,COLLBORDR ,COLLBO,Black     ,N,F,7
AROONA,D         ,Pugsley,STAFFRDBT ,STAFFR,Black     ,Y,M,13
AROONA,D         ,Jazz,LABRADOR  ,LABRAD,Chocolate ,Y,F,8
AROONA,D         ,Scruffy,LABRADOODL,LABRAD,Black     ,Y,M,8
AROONA,D         ,Bailey,COLLBORDR ,COLLBO,White     ,Y,M,9
AROONA,D         ,Zac,LABRADOR  ,LABRAD,Black     ,Y,M,8
AROONA,D         ,Poppit,JACKRUSSLX,JACKRU,BlackWhite,Y,F,11
AROONA,D         ,Lucy,COLLBORDRX,COLLBO,Ginger    ,Y,F,10
AROONA,D         ,Chloe,SPANIELCVX,SPANIE,WhiteBrown,Y,F,8
AROONA,D         ,Paquita,GERMNSHEP ,GERMNS,Black     ,Y,F,9
AROONA,D         ,Ellie,JACKRUSMN ,JACKRU,TanWhite  ,Y,F,7
AROONA,D         ,Diego,GROODLE   ,GROODL,Champagne ,Y,M,10
AROONA,Cat       ,Sparkles,DOMSH     ,DOMSH ,Tortoise  ,Y,F,20
AROONA,D         ,Dalby,PAPPILLONX,PAPPIL,WhiteTan  ,Y,M,11
AROONA,D         ,Snoop,STAFFRDBT ,STAFFR,BlackWhite,Y,M,8
AROONA,D         ,Jetta,LABRADOR  ,LABRAD,Black     ,Y,F,10
AROONA,Cat       ,Missey,DOMSH     ,DOMSH ,Black     ,Y,F,9
AROONA,D         ,Rippers,FOXTERRMN ,FOXTER,BrownWhite,Y,M,8
AROONA,Cat       ,Lewis,BIRMAN    ,BIRMAN,CreamDkPts,Y,M,10
AROONA,D         ,Bailey,SPANIELCVX,SPANIE,Tan       ,Y,M,8
AROONA,D         ,Jack,STAFFRDBT ,STAFFR,White     ,N,M,7
AROONA,D         ,Bella,POODLETOY ,POODLE,Black     ,Y,F,8
AROONA,Cat       ,Monty,TABBY     ,TABBY ,Ginger    ,Y,M,11
AROONA,D         ,Doza,RIDGEBACKX,RIDGEB,Tan       ,Y,M,7
AROONA,D         ,Chester,COLLBORDR ,COLLBO,TanWhite  ,Y,M,9
AROONA,D         ,Oscar,COLLBORDRX,COLLBO,BlackWhite,Y,M,7
AROONA,D         ,Bonnie,MALTESEX  ,MALTES,White     ,Y,F,7
AROONA,D         ,Axl,JACKRUSSLX,JACKRU,WhiteTan  ,Y,M,7
AROONA,D         ,Millie,POODLE    ,POODLE,Black     ,Y,F,7
AROONA,D         ,Bailey,RETRIEVER ,RETRIE,Gold      ,Y,M,7
AROONA,D         ,Jazz,LABRADOR  ,LABRAD,Black     ,Y,F,7
AROONA,D         ,Gizmo,MALTESEX  ,MALTES,White     ,Y,M,11
AROONA,D         ,Chelsie,SHIHTZUX  ,SHIHTZ,Unknown   ,Y,F,7
AROONA,D         ,Sarge,STAFFRDAM ,STAFFR,RedWhite  ,Y,M,7
AROONA,D         ,Chester,LABRADOR  ,LABRAD,Gold      ,Y,M,7
AROONA,D         ,Jessie,STAFFRDAM ,STAFFR,BrindlWhit,Y,F,7
AROONA,Cat       ,Bronte,DOMSH     ,DOMSH ,BlackWhite,Y,F,7
AROONA,D         ,Blaze,LABRADOR  ,LABRAD,Brown     ,Y,M,8
AROONA,D         ,Asha,CATTLEDOGX,CATTLE,Blue      ,Y,F,7
AROONA,D         ,India,RIDGEBACKX,RIDGEB,Tan       ,Y,F,9
AROONA,D         ,Junior,BULLTERRX ,BULLTE,White     ,N,F,7
AROONA,D         ,Charlie,MALTESEX  ,MALTES,White     ,Y,F,9
AROONA,D         ,Lincoln,CATTLEDOG ,CATTLE,Blue      ,Y,M,8
AROONA,D         ,Koda,LABRADOR  ,LABRAD,Black     ,Y,M,7
AROONA,D         ,Pepper,SHEEPDGSH ,SHEEPD,TriColour ,N,F,7
AROONA,D         ,Caddie,JACKRUSMN ,JACKRU,TanWhite  ,Y,F,8
AROONA,D         ,Archie,LABRADORX ,LABRAD,Sandy     ,Y,M,9
AROONA,D         ,Harmony,KELPIEAUSX,KELPIE,Brown     ,Y,F,9
AROONA,D         ,Mwana,JACKRUSSL ,JACKRU,WhiteTan  ,Y,F,7
AROONA,D         ,Jesse,MIXED     ,MIXED ,BlackTan  ,Y,F,7
AROONA,D         ,Rocko,RIDGEBACKX,RIDGEB,Tan       ,N,M,10
AROONA,D         ,Louella,KELPIEAUS ,KELPIE,BlackTan  ,Y,F,7
AROONA,Cat       ,Ebony,DOMSH     ,DOMSH ,BlackWhite,Y,F,6
AROONA,D         ,Scrappy,FOXTERRMN ,FOXTER,Brown     ,Y,M,7
AROONA,Cat       ,Frankie,SIAMESE   ,SIAMES,White     ,Y,M,9
AROONA,D         ,Ziggy,CAVOODLE  ,CAVOOD,Black     ,Y,M,7
AROONA,D         ,Roxie,STAFFRDBT ,STAFFR,Tan       ,Y,F,6
AROONA,Cat       ,Miagi,DOMSH     ,DOMSH ,GreyWhite ,Y,M,7
AROONA,D         ,Delia,COLLBORDR ,COLLBO,BlackWhite,N,F,6
AROONA,D         ,Joey,JACKRUSSL ,JACKRU,TriColour ,Y,M,8
AROONA,D         ,Levi,SHIHTZU   ,SHIHTZ,TriColour ,Y,M,7
AROONA,D         ,Rampage (Rammy),STAFFRDBT ,STAFFR,BlackWhite,Y,M,7
AROONA,D         ,Panda,COLLBORDR ,COLLBO,BlackWhite,Y,F,7
AROONA,D         ,Lilly,CAVOODLE  ,CAVOOD,Apricot   ,Y,F,7
AROONA,D         ,Betty,DACHSHUND ,DACHSH,Red       ,Y,F,6
AROONA,D         ,Macy,SCHNAUZER ,SCHNAU,SaltPepper,Y,F,7
AROONA,D         ,Mac,BULLDOGAUS,BULLDO,BrindlWhit,Y,M,6
AROONA,D         ,Jackson,SHIHTZU   ,SHIHTZ,BlackWhite,Y,M,8
AROONA,D         ,Copper,SPANIELCV ,SPANIE,Ruby      ,Y,F,12
AROONA,D         ,Merlin,SPANIELCV ,SPANIE,Blenheim  ,Y,M,10
